signal_id,ticker,signal_date,entry_date,population_selection_status,original_selection_status,rank_product_label,rank_method,iv30_decimal,iv30_pct,iv60_decimal,iv60_pct,rr30_vol_points,call25_minus_atm30_vol_points,put25_minus_atm30_vol_points,iv30_rank_n,iv30_rank_missing_prior,iv30_rank_status,iv30_rank_window_sessions,iv30_rank_lookback_sessions,iv30_rank_minimum_valid,iv30_rank_first_prior_session,iv30_rank_last_prior_session,iv30_rank_01,iv30_rank_pct,rr30_rank_n,rr30_rank_missing_prior,rr30_rank_status,rr30_rank_window_sessions,rr30_rank_lookback_sessions,rr30_rank_minimum_valid,rr30_rank_first_prior_session,rr30_rank_last_prior_session,rr30_rank_01,rr30_rank_pct,rv30_rv_decimal,rv30_rv_pct,rv30_status,rv30_calendar_days,rv30_n_returns,rv30_expected_returns,rv30_price_quality,rv30_extreme_adjusted_jump_count,rv30_extreme_adjusted_jump_dates,rv30_adjusted_unadjusted_divergence_count,rv30_adjustment_divergence_dates,rv30_max_abs_adjusted_return_pct,rv30_max_abs_unadjusted_return_pct,variance_premium30_recomputed,frozen_rv30_decimal,rv30_minus_frozen,rv60_rv_decimal,rv60_rv_pct,rv60_status,rv60_calendar_days,rv60_n_returns,rv60_expected_returns,rv60_price_quality,rv60_extreme_adjusted_jump_count,rv60_extreme_adjusted_jump_dates,rv60_adjusted_unadjusted_divergence_count,rv60_adjustment_divergence_dates,rv60_max_abs_adjusted_return_pct,rv60_max_abs_unadjusted_return_pct,variance_premium60_recomputed,frozen_rv60_decimal,rv60_minus_frozen,rv_method,variance_premium_units,rv_price_basis,signal_adjusted_close,signal_unadjusted_close,signal_summary_spot,summary_to_unadjusted_close_gap_pct,iv_input_review,call_wing_5delta_10d_vol_points,call_wing_proxy_rank_pct,wing_observed_age_sessions,wing_age_left_censored,wing_cumulative_normalized_rank_excess,wing_pullback_from_known_peak_vol_points,wing_rollover_two_sessions,wing_expanding_two_sessions,wing_slope_vol_points_per_session,wing_second_difference_vol_points,iv10_slope_vol_points_per_session,iv10_second_difference_vol_points,call_skew_exearn_25delta_30d_vol_points,call_skew_exearn_25delta_proxy_rank_pct,surface_confidence_pct,dollar_turnover20,wing_depth_above_rank85_points,proxy_rank_method,original_expiry,original_far_strike,original_near_strike,original_signal_delta,original_signal_near_delta,original_signal_otm_pct,original_signal_spot,original_signal_calendar_dte,original_signal_delta_points,why_qualified,signal_earnings_status,entry_earnings_status,signal_next_actual_earnings,entry_next_actual_earnings,holding_deadline,variant_expiry,variant_far_strike,variant_near_strike,variant_signal_delta,variant_signal_near_delta,variant_signal_otm_pct,variant_signal_spot,variant_signal_calendar_dte,variant_selection_status,variant_name,variant_richness_status,variant_richness_delta,variant_richness_log_forward_moneyness,variant_richness_dte,variant_richness_forward,variant_richness_bid_iv,variant_richness_atm_mid_iv,variant_richness_bid_excess_vol_points,variant_richness_forward_type,variant_richness_atm_definition,variant_richness_delta_dte_n,variant_richness_delta_dte_mean,variant_richness_delta_dte_sample_std,variant_richness_delta_dte_z,variant_richness_delta_dte_midrank_percentile,variant_richness_delta_dte_status,variant_richness_forward_moneyness_dte_n,variant_richness_forward_moneyness_dte_mean,variant_richness_forward_moneyness_dte_sample_std,variant_richness_forward_moneyness_dte_z,variant_richness_forward_moneyness_dte_midrank_percentile,variant_richness_forward_moneyness_dte_status,original_near_otm_pct,original_near_delta_points,original_far_delta_points,variant_near_otm_pct,variant_near_delta_points,variant_far_delta_points,original_expiry_calendar_dte,variant_expiry_calendar_dte
AAL:2026-06-11,AAL,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.508583,50.8583,0.554187,55.4187,-1.2545000000000028,1.8113999999999963,3.065899999999999,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5714285714285714,57.14285714285714,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8849206349206349,88.4920634920635,0.5850293860756263,58.502938607562626,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.165424739195238,9.165424739195238,-0.0836027146830241,0.5850293860756263,0.0,0.5493566019791852,54.93566019791852,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,9.165424739195238,9.165424739195238,0.005330554830883,0.5493566019791852,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,14.65,14.65,14.5,-1.0238907849829393,no_extreme_input_threshold_flag,10.160199999999996,92.85714285714286,2.0,False,1.3915343915343916,2.4071999999999996,False,False,-2.4071999999999996,-10.188899999999991,-1.8186000000000035,-2.33850000000001,1.8113999999999963,98.41269841269842,64.5026,1215042302.7405,7.857142857142861,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,16.5,16.0,0.0643415443771809,0.1205664526253616,13.793103448275868,14.5,7.0,6.43415443771809,"Frozen HIRO stock with 92.9th-percentile positive front call wing (10.2 volatility points), 64.5% surface confidence and $1215.0m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-07-23,2026-07-23,2026-06-18,2026-06-18,16.0,15.5,0.1205664526253616,0.2079779628613293,10.344827586206897,14.5,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,10.344827586206897,12.05664526253616,6.43415443771809,6.896551724137923,20.79779628613293,12.05664526253616,7.0,7.0
ASML:2026-06-11,ASML,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.616035,61.6035,0.638633,63.8633,0.2186000000000021,0.5031000000000008,0.2844999999999986,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.996031746031746,99.6031746031746,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9365079365079364,93.65079365079364,0.6085338586694141,60.85338586694141,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.531424085159944,9.531250900997,0.0091856640779135,0.6085338586694142,-1.1102230246251563e-16,0.5429261692286698,54.292616922866976,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,9.531424085159944,9.531250900997,0.1130832834556818,0.5429261692286698,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,1897.38,1899.48,1888.05,-0.6017436351001382,no_extreme_input_threshold_flag,9.0653,97.61904761904762,2.0,False,1.206349206349207,0.0,False,True,1.7969999999999935,0.4530999999999849,-2.209300000000003,-7.1685,0.5031000000000008,88.0952380952381,94.5642,3019490645.8175,12.61904761904762,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,2260.0,2250.0,0.0485975992652326,0.0526612882585846,19.700219803500964,1888.05,7.0,4.859759926523259,"Frozen HIRO stock with 97.6th-percentile positive front call wing (9.1 volatility points), 94.6% surface confidence and $3019.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-07-15,2026-07-15,2026-06-18,2026-06-18,2150.0,2140.0,0.1016295214085655,0.1085611655247231,13.874102910410224,1888.05,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,19.170572813219987,5.26612882585846,4.859759926523259,13.344455920129228,10.85611655247231,10.16295214085655,7.0,7.0
ASTS:2026-06-11,ASTS,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,1.24675,124.675,1.19285,119.285,5.28099999999998,4.383999999999988,-0.8969999999999922,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.98015873015873,98.015873015873,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5119047619047619,51.19047619047619,1.2694160670416106,126.94160670416106,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,14.786986249906086,14.786986249906086,-0.0570315887633907,1.2694160670416106,0.0,1.1953942977190468,119.53942977190468,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,14.843152257077286,14.843152257077286,-0.0060764045192132,1.1953942977190468,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,97.56,97.56,97.88,0.3280032800327959,no_extreme_input_threshold_flag,30.437000000000005,96.03174603174604,3.0,False,2.1269841269841274,0.5579999999999892,False,False,0.7230000000000096,2.0040000000000084,11.712999999999996,9.095999999999991,4.383999999999988,60.31746031746032,88.12830000000001,2696339289.538,11.03174603174604,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,160.0,155.0,0.0451179798847859,0.0551763945040153,63.46546791990193,97.88,7.0,4.51179798847859,"Frozen HIRO stock with 96.0th-percentile positive front call wing (30.4 volatility points), 88.1% surface confidence and $2696.3m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-10,2026-08-10,2026-06-18,2026-06-18,140.0,135.0,0.0993626393699584,0.1218889919649798,43.03228442991418,97.88,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,58.357172047405,5.51763945040153,4.51179798847859,37.92398855741725,12.18889919649798,9.93626393699584,7.0,7.0
CPNG:2026-06-11,CPNG,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.580443,58.04430000000001,0.640989,64.0989,-3.059499999999993,-0.4520999999999997,2.607399999999993,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9285714285714286,92.85714285714286,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.496031746031746,49.60317460317461,0.706875407416404,70.6875407416404,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,14.087301587301605,14.087301587301605,-0.162758765361107,0.706875407416404,0.0,0.6638965693011998,66.38965693011998,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,14.087301587301605,14.087301587301605,-0.0298917566089027,0.6638965693011998,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,17.25,17.25,17.15,-0.5797101449275477,no_extreme_input_threshold_flag,8.844700000000005,93.25396825396824,4.0,False,2.8095238095238093,3.8977999999999966,True,False,-3.120999999999997,-2.344199999999997,-1.8013000000000057,-1.2209000000000023,-0.4520999999999997,53.17460317460318,64.75189999999999,428877932.0405,8.253968253968239,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,20.0,19.5,0.0725293290971459,0.1141259122052182,16.618075801749278,17.15,7.0,7.25293290971459,"Frozen HIRO stock with 93.3th-percentile positive front call wing (8.8 volatility points), 64.8% surface confidence and $428.9m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-04,2026-08-04,2026-06-18,2026-06-18,19.5,19.0,0.1141259122052182,0.1690652888052013,13.702623906705558,17.15,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,13.702623906705558,11.41259122052182,7.25293290971459,10.787172011661816,16.90652888052013,11.41259122052182,7.0,7.0
CRSP:2026-06-11,CRSP,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.559175,55.9175,0.61539,61.539,0.2921000000000062,2.1658000000000066,1.8737000000000004,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.1666666666666666,16.666666666666664,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.373015873015873,37.301587301587304,0.6168471562866253,61.68471562866253,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.350998463901703,9.350998463901703,-0.0678237335938964,0.6168471562866253,0.0,0.644545195647128,64.4545195647128,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,11.598405219282348,11.598405219282348,-0.0367336571317944,0.6445451956471281,-1.1102230246251563e-16,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,50.23,50.23,50.63,0.7963368504877666,no_extreme_input_threshold_flag,22.0614,87.3015873015873,2.0,False,0.3862433862433865,0.1838000000000121,False,False,-0.1838000000000121,-6.686700000000025,-3.4850999999999965,-3.273999999999988,2.1658000000000066,53.17460317460318,71.40180000000001,90615408.23,2.301587301587304,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,62.0,61.0,0.047488441069763,0.0846720680076737,22.45704127987358,50.63,7.0,4.7488441069763,"Frozen HIRO stock with 87.3th-percentile positive front call wing (22.1 volatility points), 71.4% surface confidence and $90.6m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-03,2026-08-03,2026-06-18,2026-06-18,60.0,59.0,0.1069026999163996,0.1157764288088925,18.506814141813145,50.63,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,20.48192771084336,8.46720680076737,4.7488441069763,16.531700572782924,11.57764288088925,10.69026999163996,7.0,7.0
DKNG:2026-06-11,DKNG,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.526461,52.6461,0.562424,56.2424,-1.530700000000007,-0.1744999999999996,1.3562000000000074,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5079365079365079,50.79365079365079,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8253968253968254,82.53968253968253,0.6062673390298855,60.62673390298855,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,11.339790153349472,11.339790153349472,-0.0903989018533781,0.6062673390298855,0.0,0.5013281810936342,50.13281810936342,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,11.339790153349472,11.339790153349472,0.0649908106173483,0.5013281810936342,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,30.02,30.02,29.81,-0.6995336442371825,no_extreme_input_threshold_flag,7.713500000000007,87.3015873015873,2.0,False,0.7037037037037038,2.3612999999999875,False,False,-2.3612999999999875,-10.26849999999999,-5.654600000000009,-6.506400000000012,-0.1744999999999996,73.41269841269842,70.02199999999999,346373882.9905,2.301587301587304,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,34.0,33.0,0.0578905282836055,0.1086808424827685,14.055686011405566,29.81,7.0,5.78905282836055,"Frozen HIRO stock with 87.3th-percentile positive front call wing (7.7 volatility points), 70.0% surface confidence and $346.4m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-06,2026-08-06,2026-06-18,2026-06-18,33.0,32.0,0.1086808424827685,0.1934997447522484,10.70110701107012,29.81,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,10.70110701107012,10.868084248276851,5.78905282836055,7.346528010734654,19.34997447522484,10.868084248276851,7.0,7.0
DVN:2026-06-11,DVN,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.388398,38.8398,0.402546,40.2546,-1.3112999999999986,0.0190999999999996,1.3303999999999985,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.7063492063492064,70.63492063492063,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.753968253968254,75.39682539682539,0.4252421681234286,42.52421681234286,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,5.7358318098720495,5.7408668028137155,-0.0299778951463142,0.4252421681234286,0.0,0.4346042649642836,43.46042649642837,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,8.61149516097175,8.609531280643267,-0.0268375850091452,0.4346042649642837,-5.551115123125783e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,44.29,44.61,44.82,0.470746469401484,no_extreme_input_threshold_flag,7.789399999999996,85.31746031746032,1.0,False,0.021164021164021,0.0,False,False,1.1861999999999924,3.737299999999988,-1.8127999999999975,-1.3637999999999983,0.0190999999999996,65.47619047619048,68.3052,654593562.0979999,0.3174603174603163,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,50.0,49.5,0.0522733685546984,0.0667708509357655,11.55734047300312,44.82,7.0,5.22733685546984,"Frozen HIRO stock with 85.3th-percentile positive front call wing (7.8 volatility points), 68.3% surface confidence and $654.6m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-04,2026-08-04,2026-06-18,2026-06-18,48.5,48.0,0.1067706583213642,0.1345888113422842,8.210620258813028,44.82,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,10.441767068273087,6.67708509357655,5.22733685546984,7.095046854082998,13.45888113422842,10.67706583213642,7.0,7.0
GILD:2026-06-11,GILD,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.273848,27.3848,0.295638,29.5638,-2.416600000000002,-0.0209999999999987,2.3956000000000035,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.3055555555555556,30.555555555555557,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8452380952380952,84.52380952380952,0.2762477574016379,27.624775740163788,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,3.612561106968259,3.6137635824827097,-0.0013200963654341,0.2762477574016379,0.0,0.2450586151432772,24.505861514327723,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,3.612561106968259,3.6137635824827097,0.0273481021880591,0.2450586151432772,2.7755575615628914e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,125.05,125.87,126.29,0.3336776038770139,no_extreme_input_threshold_flag,5.1309,94.44444444444444,4.0,False,2.201058201058201,0.0533000000000001,False,False,1.8536999999999972,3.7606999999999946,-2.308499999999997,-3.117399999999998,-0.0209999999999987,94.84126984126983,79.821,1034485293.739,9.444444444444445,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,135.0,134.0,0.0463783130162624,0.059338771172012,6.896824768390197,126.29,7.0,4.63783130162624,"Frozen HIRO stock with 94.4th-percentile positive front call wing (5.1 volatility points), 79.8% surface confidence and $1034.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-04,2026-08-04,2026-06-18,2026-06-18,133.0,132.0,0.0868592884155682,0.1237685667980773,5.313168105154786,126.29,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,6.104996436772492,5.9338771172012,4.63783130162624,4.521339773537103,12.37685667980773,8.68592884155682,7.0,7.0
HPQ:2026-06-11,HPQ,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.473787,47.3787,0.491286,49.1286,3.4885000000000055,2.6990000000000016,-0.7895000000000041,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.7658730158730159,76.5873015873016,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9682539682539684,96.82539682539682,0.7516671522350595,75.16671522350595,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,15.251141552511417,15.251141552511417,-0.3405293863801641,0.7516671522350594,1.1102230246251563e-16,0.63710612253122,63.710612253122,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,15.251141552511417,15.251141552511417,-0.1645422775707659,0.6371061225312199,1.1102230246251563e-16,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,24.68,24.68,24.73,0.2025931928687274,no_extreme_input_threshold_flag,6.3294000000000015,88.88888888888889,14.0,False,10.4021164021164,19.5687,False,False,-3.0395000000000003,-4.891300000000003,-3.439200000000003,-4.460200000000008,2.6990000000000016,96.82539682539682,82.2971,620504820.25,3.8888888888888857,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,28.0,27.5,0.0581308326023158,0.0874822203973692,13.222806308127776,24.73,7.0,5.81308326023158,"Frozen HIRO stock with 88.9th-percentile positive front call wing (6.3 volatility points), 82.3% surface confidence and $620.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-08-26,2026-08-26,2026-06-18,2026-06-18,27.5,27.0,0.0874822203973692,0.1291711195853024,11.200970481196926,24.73,7.0,selected,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,11.200970481196926,8.748222039736921,5.81308326023158,9.179134654266075,12.91711195853024,8.748222039736921,7.0,7.0
MO:2026-06-11,MO,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.213444,21.3444,0.260199,26.0199,0.4181999999999991,0.7717000000000002,0.353500000000001,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5198412698412699,51.98412698412699,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.996031746031746,99.6031746031746,0.2396024051132811,23.960240511328116,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,3.3281624594556525,3.320828122828956,-0.0118509714000689,0.2396024051132812,-2.7755575615628914e-17,0.2946444749086293,29.464447490862938,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,6.517857142857131,6.524926686217003,-0.0191118469931819,0.2946444749086293,5.551115123125783e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,70.36,71.41,71.95,0.7561966111188978,no_extreme_input_threshold_flag,3.4946000000000033,86.9047619047619,1.0,False,0.1269841269841265,0.0,False,True,1.9770000000000063,-0.13689999999999,-2.716000000000002,-0.8525000000000005,0.7717000000000002,97.22222222222224,66.6734,560243147.689,1.904761904761898,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,76.0,75.0,0.0343368416438848,0.0708790294794281,5.628908964558721,71.95,7.0,3.43368416438848,"Frozen HIRO stock with 86.9th-percentile positive front call wing (3.5 volatility points), 66.7% surface confidence and $560.2m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected.",clear,clear,2026-07-30,2026-07-30,2026-06-18,2026-06-18,,,,,,,,no_call_in_delta_band,delta10_otm5,history_not_requested_no_preliminary_entry,,,,,,,,,,,,,,,,,,,,,,4.2390548992355725,7.08790294794281,3.43368416438848,,,,7.0,7.0
