signal_id,ticker,signal_date,entry_date,population_selection_status,contract_selection_status,rank_product_label,rank_method,iv30_decimal,iv30_pct,iv60_decimal,iv60_pct,rr30_vol_points,call25_minus_atm30_vol_points,put25_minus_atm30_vol_points,iv30_rank_n,iv30_rank_missing_prior,iv30_rank_status,iv30_rank_window_sessions,iv30_rank_lookback_sessions,iv30_rank_minimum_valid,iv30_rank_first_prior_session,iv30_rank_last_prior_session,iv30_rank_01,iv30_rank_pct,rr30_rank_n,rr30_rank_missing_prior,rr30_rank_status,rr30_rank_window_sessions,rr30_rank_lookback_sessions,rr30_rank_minimum_valid,rr30_rank_first_prior_session,rr30_rank_last_prior_session,rr30_rank_01,rr30_rank_pct,rv30_rv_decimal,rv30_rv_pct,rv30_status,rv30_calendar_days,rv30_n_returns,rv30_expected_returns,rv30_price_quality,rv30_extreme_adjusted_jump_count,rv30_extreme_adjusted_jump_dates,rv30_adjusted_unadjusted_divergence_count,rv30_adjustment_divergence_dates,rv30_max_abs_adjusted_return_pct,rv30_max_abs_unadjusted_return_pct,variance_premium30_recomputed,frozen_rv30_decimal,rv30_minus_frozen,rv60_rv_decimal,rv60_rv_pct,rv60_status,rv60_calendar_days,rv60_n_returns,rv60_expected_returns,rv60_price_quality,rv60_extreme_adjusted_jump_count,rv60_extreme_adjusted_jump_dates,rv60_adjusted_unadjusted_divergence_count,rv60_adjustment_divergence_dates,rv60_max_abs_adjusted_return_pct,rv60_max_abs_unadjusted_return_pct,variance_premium60_recomputed,frozen_rv60_decimal,rv60_minus_frozen,rv_method,variance_premium_units,rv_price_basis,signal_adjusted_close,signal_unadjusted_close,signal_summary_spot,summary_to_unadjusted_close_gap_pct,iv_input_review,call_wing_5delta_10d_vol_points,call_wing_proxy_rank_pct,wing_observed_age_sessions,wing_age_left_censored,wing_cumulative_normalized_rank_excess,wing_pullback_from_known_peak_vol_points,wing_rollover_two_sessions,wing_expanding_two_sessions,wing_slope_vol_points_per_session,wing_second_difference_vol_points,iv10_slope_vol_points_per_session,iv10_second_difference_vol_points,call_skew_exearn_25delta_30d_vol_points,call_skew_exearn_25delta_proxy_rank_pct,surface_confidence_pct,dollar_turnover20,wing_depth_above_rank85_points,proxy_rank_method,expiry,far_strike,near_strike,signal_delta,signal_near_delta,signal_otm_pct,signal_spot,signal_calendar_dte,signal_delta_points,why_qualified
AAL:2026-06-11,AAL,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.508583,50.8583,0.554187,55.4187,-1.2545000000000028,1.8113999999999963,3.065899999999999,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5714285714285714,57.14285714285714,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8849206349206349,88.4920634920635,0.5850293860756263,58.502938607562626,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.165424739195238,9.165424739195238,-0.08360271468302416,0.5850293860756263,0.0,0.5493566019791852,54.93566019791852,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,9.165424739195238,9.165424739195238,0.005330554830883016,0.5493566019791852,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,14.65,14.65,14.5,-1.0238907849829393,no_extreme_input_threshold_flag,10.160199999999996,92.85714285714286,2.0,False,1.3915343915343916,2.4071999999999996,False,False,-2.4071999999999996,-10.188899999999991,-1.8186000000000035,-2.33850000000001,1.8113999999999963,98.41269841269842,64.5026,1215042302.7405,7.857142857142861,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,16.5,16.0,0.0643415443771809,0.1205664526253616,13.793103448275868,14.5,7.0,6.43415443771809,"Frozen HIRO stock with 92.9th-percentile positive front call wing (10.2 volatility points), 64.5% surface confidence and $1215.0m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
ASML:2026-06-11,ASML,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.616035,61.6035,0.638633,63.8633,0.21860000000000213,0.5031000000000008,0.28449999999999864,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.996031746031746,99.60317460317461,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9365079365079365,93.65079365079364,0.6085338586694141,60.85338586694141,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.531424085159944,9.531250900997001,0.009185664077913547,0.6085338586694142,-1.1102230246251565e-16,0.5429261692286698,54.292616922866976,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,9.531424085159944,9.531250900997001,0.11308328345568186,0.5429261692286698,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,1897.38,1899.48,1888.05,-0.6017436351001382,no_extreme_input_threshold_flag,9.0653,97.61904761904762,2.0,False,1.206349206349207,0.0,False,True,1.7969999999999935,0.4530999999999849,-2.209300000000003,-7.1685,0.5031000000000008,88.0952380952381,94.5642,3019490645.8175,12.61904761904762,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,2260.0,2250.0,0.0485975992652326,0.0526612882585846,19.700219803500964,1888.05,7.0,4.859759926523259,"Frozen HIRO stock with 97.6th-percentile positive front call wing (9.1 volatility points), 94.6% surface confidence and $3019.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
ASTS:2026-06-11,ASTS,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,1.24675,124.675,1.19285,119.285,5.28099999999998,4.383999999999988,-0.8969999999999922,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9801587301587301,98.01587301587301,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5119047619047619,51.19047619047619,1.2694160670416106,126.94160670416106,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,14.786986249906086,14.786986249906086,-0.05703158876339076,1.2694160670416106,0.0,1.1953942977190468,119.53942977190468,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,14.843152257077286,14.843152257077286,-0.006076404519213208,1.1953942977190468,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,97.56,97.56,97.88,0.3280032800327959,no_extreme_input_threshold_flag,30.437000000000005,96.03174603174604,3.0,False,2.1269841269841274,0.5579999999999892,False,False,0.7230000000000096,2.0040000000000084,11.712999999999996,9.095999999999991,4.383999999999988,60.31746031746032,88.12830000000001,2696339289.538,11.031746031746039,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,160.0,155.0,0.0451179798847859,0.0551763945040153,63.46546791990193,97.88,7.0,4.51179798847859,"Frozen HIRO stock with 96.0th-percentile positive front call wing (30.4 volatility points), 88.1% surface confidence and $2696.3m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
CPNG:2026-06-11,CPNG,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.580443,58.04430000000001,0.640989,64.0989,-3.059499999999993,-0.4520999999999997,2.607399999999993,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9285714285714286,92.85714285714286,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.49603174603174605,49.60317460317461,0.706875407416404,70.6875407416404,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,14.087301587301603,14.087301587301603,-0.16275876536110706,0.706875407416404,0.0,0.6638965693011998,66.38965693011998,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,14.087301587301603,14.087301587301603,-0.029891756608902753,0.6638965693011998,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,17.25,17.25,17.15,-0.5797101449275477,no_extreme_input_threshold_flag,8.844700000000005,93.25396825396824,4.0,False,2.8095238095238093,3.8977999999999966,True,False,-3.120999999999997,-2.344199999999997,-1.8013000000000057,-1.2209000000000023,-0.4520999999999997,53.17460317460318,64.75189999999999,428877932.0405,8.253968253968239,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,20.0,19.5,0.0725293290971459,0.1141259122052182,16.618075801749278,17.15,7.0,7.25293290971459,"Frozen HIRO stock with 93.3th-percentile positive front call wing (8.8 volatility points), 64.8% surface confidence and $428.9m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
CRSP:2026-06-11,CRSP,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.559175,55.9175,0.61539,61.539,0.29210000000000624,2.1658000000000066,1.8737000000000004,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.16666666666666666,16.666666666666664,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.373015873015873,37.301587301587304,0.6168471562866253,61.68471562866253,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,9.350998463901705,9.350998463901705,-0.06782373359389643,0.6168471562866253,0.0,0.644545195647128,64.4545195647128,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,11.598405219282348,11.598405219282348,-0.036733657131794495,0.6445451956471281,-1.1102230246251565e-16,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,50.23,50.23,50.63,0.7963368504877666,no_extreme_input_threshold_flag,22.0614,87.3015873015873,2.0,False,0.3862433862433865,0.1838000000000121,False,False,-0.1838000000000121,-6.686700000000025,-3.4850999999999965,-3.273999999999988,2.1658000000000066,53.17460317460318,71.40180000000001,90615408.23,2.301587301587304,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,62.0,61.0,0.047488441069763,0.0846720680076737,22.45704127987358,50.63,7.0,4.7488441069763,"Frozen HIRO stock with 87.3th-percentile positive front call wing (22.1 volatility points), 71.4% surface confidence and $90.6m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
DKNG:2026-06-11,DKNG,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.526461,52.6461,0.562424,56.2424,-1.530700000000007,-0.17449999999999966,1.3562000000000074,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5079365079365079,50.79365079365079,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8253968253968254,82.53968253968253,0.6062673390298855,60.62673390298855,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,11.339790153349472,11.339790153349472,-0.09039890185337818,0.6062673390298855,0.0,0.5013281810936342,50.13281810936342,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,11.339790153349472,11.339790153349472,0.06499081061734835,0.5013281810936342,0.0,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,30.02,30.02,29.81,-0.6995336442371825,no_extreme_input_threshold_flag,7.713500000000007,87.3015873015873,2.0,False,0.7037037037037038,2.3612999999999875,False,False,-2.3612999999999875,-10.26849999999999,-5.654600000000009,-6.506400000000012,-0.1744999999999996,73.41269841269842,70.02199999999999,346373882.9905,2.301587301587304,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,34.0,33.0,0.0578905282836055,0.1086808424827685,14.055686011405566,29.81,7.0,5.78905282836055,"Frozen HIRO stock with 87.3th-percentile positive front call wing (7.7 volatility points), 70.0% surface confidence and $346.4m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
DVN:2026-06-11,DVN,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.388398,38.839800000000004,0.402546,40.2546,-1.3112999999999986,0.019099999999999673,1.3303999999999983,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.7063492063492064,70.63492063492063,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.753968253968254,75.39682539682539,0.4252421681234286,42.52421681234286,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,5.7358318098720495,5.7408668028137155,-0.02997789514631427,0.4252421681234286,0.0,0.43460426496428367,43.46042649642837,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,8.61149516097175,8.609531280643267,-0.026837585009145293,0.4346042649642837,-5.551115123125783e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,44.29,44.61,44.82,0.470746469401484,no_extreme_input_threshold_flag,7.789399999999996,85.31746031746032,1.0,False,0.021164021164021,0.0,False,False,1.1861999999999924,3.737299999999988,-1.8127999999999975,-1.3637999999999983,0.0190999999999996,65.47619047619048,68.3052,654593562.0979999,0.31746031746031633,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,50.0,49.5,0.0522733685546984,0.0667708509357655,11.55734047300312,44.82,7.0,5.22733685546984,"Frozen HIRO stock with 85.3th-percentile positive front call wing (7.8 volatility points), 68.3% surface confidence and $654.6m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
GILD:2026-06-11,GILD,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.273848,27.3848,0.295638,29.5638,-2.416600000000002,-0.020999999999998797,2.3956000000000035,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.3055555555555556,30.555555555555557,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.8452380952380952,84.52380952380952,0.2762477574016379,27.624775740163788,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,3.6125611069682595,3.6137635824827097,-0.0013200963654341896,0.2762477574016379,0.0,0.24505861514327723,24.505861514327723,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,3.6125611069682595,3.6137635824827097,0.02734810218805915,0.2450586151432772,2.7755575615628914e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,125.05,125.87,126.29,0.33367760387701395,no_extreme_input_threshold_flag,5.1309,94.44444444444444,4.0,False,2.201058201058201,0.0533000000000001,False,False,1.8536999999999972,3.7606999999999946,-2.308499999999997,-3.117399999999998,-0.0209999999999987,94.84126984126983,79.821,1034485293.739,9.444444444444443,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,135.0,134.0,0.0463783130162624,0.059338771172012,6.896824768390197,126.29,7.0,4.63783130162624,"Frozen HIRO stock with 94.4th-percentile positive front call wing (5.1 volatility points), 79.8% surface confidence and $1034.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
HPQ:2026-06-11,HPQ,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.473787,47.3787,0.491286,49.1286,3.4885000000000055,2.6990000000000016,-0.7895000000000041,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.7658730158730159,76.5873015873016,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.9682539682539683,96.82539682539682,0.7516671522350595,75.16671522350595,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,15.251141552511417,15.251141552511417,-0.34052938638016417,0.7516671522350594,1.1102230246251565e-16,0.63710612253122,63.710612253122,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,15.251141552511417,15.251141552511417,-0.16454227757076592,0.6371061225312199,1.1102230246251565e-16,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,24.68,24.68,24.73,0.20259319286872746,no_extreme_input_threshold_flag,6.3294000000000015,88.88888888888889,14.0,False,10.4021164021164,19.5687,False,False,-3.0395000000000003,-4.891300000000003,-3.439200000000003,-4.460200000000008,2.6990000000000016,96.82539682539682,82.2971,620504820.25,3.8888888888888857,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,28.0,27.5,0.0581308326023158,0.0874822203973692,13.222806308127776,24.73,7.0,5.81308326023158,"Frozen HIRO stock with 88.9th-percentile positive front call wing (6.3 volatility points), 82.3% surface confidence and $620.5m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
MO:2026-06-11,MO,2026-06-11,2026-06-12,selected,selected,SpotGamma-compatible ORATS reconstruction; not official values,30D_input_prior_252_exchange_sessions_min100_strict_below_exclude_current,0.213444,21.3444,0.260199,26.0199,0.41819999999999913,0.7717000000000002,0.35350000000000104,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.5198412698412699,51.98412698412699,252,0,ok,252,252,100,2025-06-10,2026-06-10,0.996031746031746,99.60317460317461,0.23960240511328118,23.960240511328116,ok_reported_adjusted_prices,30,21,21,no_threshold_flag,0,,0,,3.3281624594556525,3.320828122828956,-0.01185097140006891,0.2396024051132812,-2.7755575615628914e-17,0.29464447490862933,29.464447490862934,ok_reported_adjusted_prices,60,43,43,no_threshold_flag,0,,0,,6.517857142857131,6.524926686217003,-0.0191118469931819,0.2946444749086293,5.551115123125783e-17,252_mean_squared_log_returns_reported_clsPx_complete_calendar_window,annualized_decimal_variance,ORATS_reported_adjusted_clsPx_not_independently_corporate_action_verified,70.36,71.41,71.95,0.7561966111188978,no_extreme_input_threshold_flag,3.4946000000000033,86.9047619047619,1.0,False,0.1269841269841265,0.0,False,True,1.9770000000000063,-0.13689999999999,-2.716000000000002,-0.8525000000000005,0.7717000000000002,97.22222222222224,66.6734,560243147.689,1.904761904761898,frozen_252_session_min126_strict_below_not_Compass_IV_or_RR,2026-06-18,76.0,75.0,0.0343368416438848,0.0708790294794281,5.628908964558721,71.95,7.0,3.43368416438848,"Frozen HIRO stock with 86.9th-percentile positive front call wing (3.5 volatility points), 66.7% surface confidence and $560.2m daily dollar turnover; passed the retrospective 30-day earnings and nonoverlap gates with an entry-day HIRO archive; contract status: selected."
